,carat,cut,color,clarity,depth,table,price,x,y,z
34738,0.38,IDEAL,E,VVS1,61.9,56.0,1267,4.64,4.67,2.88
34739,0.38,IDEAL,E,VVS1,62.4,56.0,1267,4.64,4.67,2.9
34740,0.38,IDEAL,E,VVS1,62.6,56.0,1267,4.6,4.64,2.89
34741,0.38,PREMIUM,E,VVS1,61.9,58.0,1267,4.62,4.66,2.87
34742,0.46,GOOD,E,VS2,60.9,62.0,1267,4.93,4.96,3.01
34743,0.53,GOOD,G,SI1,63.8,56.0,1268,5.14,5.18,3.29
34744,0.53,PREMIUM,G,SI1,61.3,58.0,1268,5.16,5.21,3.18
34745,0.51,IDEAL,I,VS2,60.5,58.0,1268,5.15,5.2,3.13
34746,0.54,IDEAL,H,SI1,61.1,56.0,1268,5.25,5.27,3.21
34747,0.53,IDEAL,H,SI1,61.0,56.0,1268,5.23,5.26,3.2
34748,0.53,IDEAL,H,SI1,60.8,56.0,1268,5.27,5.29,3.21
34749,0.53,IDEAL,H,SI1,61.3,55.0,1268,5.23,5.27,3.22
34750,0.51,GOOD,D,SI2,63.8,56.0,1268,5.09,5.07,3.24
34751,0.51,GOOD,D,SI2,63.9,55.0,1268,5.1,5.04,3.24
34752,0.51,IDEAL,E,SI2,58.3,62.0,1268,5.2,5.19,3.04
34753,0.51,VERY GOOD,H,VS2,63.5,60.0,1268,5.04,5.01,3.19
34754,0.55,PREMIUM,E,SI2,59.7,58.0,1269,5.33,5.35,3.19
34755,0.41,IDEAL,H,VS1,61.1,56.0,1269,4.83,4.86,2.96
34756,0.41,IDEAL,G,IF,61.5,57.0,1269,4.78,4.82,2.95
34757,0.42,GOOD,E,VVS2,64.1,57.0,1269,4.7,4.73,3.02
34758,0.55,PREMIUM,H,VS2,59.9,61.0,1270,5.31,5.28,3.17
34759,0.57,VERY GOOD,J,VS1,62.9,57.0,1270,5.25,5.28,3.31
34760,0.55,VERY GOOD,H,SI1,59.4,58.0,1270,5.36,5.38,3.19
34761,0.38,IDEAL,D,VVS1,60.7,57.0,1270,4.69,4.74,2.86
34762,0.47,IDEAL,D,VS2,60.3,57.0,1270,5.02,5.07,3.04
34763,0.56,IDEAL,H,SI1,62.3,53.0,1270,5.28,5.31,3.3
34764,0.55,IDEAL,H,SI1,62.4,57.0,1270,5.23,5.28,3.28
34765,0.56,IDEAL,H,SI1,61.9,54.0,1270,5.3,5.33,3.29
34766,0.48,PREMIUM,H,VS1,60.7,61.0,1270,5.04,5.01,3.05
34767,0.62,IDEAL,I,SI1,61.9,54.0,1271,5.48,5.5,3.4
34768,0.39,VERY GOOD,G,IF,63.5,56.0,1271,4.67,4.65,2.96
34769,0.39,PREMIUM,G,IF,59.8,55.0,1271,4.84,4.77,2.87
34770,0.62,PREMIUM,E,SI2,60.7,58.0,1271,5.53,5.51,3.35
34771,0.5,FAIR,G,VS1,64.9,57.0,1271,4.98,4.94,3.22
34772,0.5,IDEAL,D,SI1,62.7,57.0,1272,5.06,5.08,3.18
34773,0.5,PREMIUM,D,SI1,62.2,58.0,1272,5.08,5.12,3.17
34774,0.55,GOOD,D,SI2,63.2,56.0,1272,5.21,5.24,3.3
34775,0.55,GOOD,D,SI2,63.3,56.0,1272,5.21,5.24,3.31
34776,0.55,IDEAL,D,SI2,61.3,57.0,1272,5.23,5.28,3.22
34777,0.34,IDEAL,D,VVS1,61.2,57.0,1272,4.51,4.54,2.77
34778,0.34,IDEAL,D,VVS1,61.8,54.0,1272,4.49,4.54,2.79
34779,0.57,VERY GOOD,G,SI1,60.4,58.0,1273,5.37,5.42,3.26
34780,0.53,IDEAL,G,SI1,63.0,54.0,1273,5.18,5.14,3.25
34781,0.53,PREMIUM,G,SI1,61.0,59.0,1273,5.25,5.21,3.19
34782,0.53,PREMIUM,G,SI1,61.3,58.0,1273,5.22,5.19,3.19
34783,0.55,IDEAL,E,SI2,61.8,55.0,1273,5.26,5.29,3.26
34784,0.55,PREMIUM,E,SI2,61.9,58.0,1273,5.24,5.2,3.23
34785,0.42,IDEAL,H,IF,61.7,55.0,1273,4.84,4.82,2.98
34786,0.42,IDEAL,H,IF,61.9,56.0,1273,4.81,4.79,2.97
34787,0.42,IDEAL,E,VVS2,62.3,55.0,1273,4.81,4.76,2.98
34788,0.42,IDEAL,E,VVS2,61.8,56.0,1273,4.8,4.78,2.96
34789,0.42,IDEAL,E,VVS2,61.3,56.0,1273,4.85,4.81,2.96
34790,0.55,IDEAL,E,SI2,62.0,56.0,1273,5.27,5.22,3.25
34791,0.7,FAIR,E,I1,66.1,58.0,1273,5.61,5.51,3.67
34792,0.64,PREMIUM,H,SI1,60.0,59.0,1274,5.63,5.57,3.36
34793,0.45,VERY GOOD,H,VVS1,62.3,57.0,1274,4.9,4.93,3.06
34794,0.51,IDEAL,I,VVS2,61.6,54.0,1274,5.15,5.18,3.18
34795,0.44,PREMIUM,E,VVS2,60.0,59.0,1274,4.95,4.99,2.98
34796,0.44,IDEAL,E,VVS2,61.9,56.0,1274,4.88,4.91,3.03
34797,0.44,IDEAL,E,VVS2,61.8,56.0,1274,4.88,4.93,3.03
34798,0.44,VERY GOOD,E,VVS2,60.7,57.0,1274,4.9,4.92,2.98
34799,0.44,IDEAL,E,VVS2,60.9,57.0,1274,4.9,4.95,3
34800,0.85,FAIR,H,I1,71.2,54.0,1274,5.77,5.65,4.07
34801,0.52,VERY GOOD,E,SI1,58.8,59.0,1276,5.27,5.34,3.12
34802,0.41,IDEAL,G,IF,62.1,57.0,1276,4.76,4.77,2.96
34803,0.58,IDEAL,G,SI2,61.5,55.0,1276,5.38,5.42,3.32
34804,0.65,IDEAL,J,SI1,61.4,55.0,1276,5.58,5.62,3.44
34805,0.51,IDEAL,I,VS2,62.1,55.0,1277,5.1,5.13,3.17
34806,0.54,VERY GOOD,E,SI2,62.4,57.7,1278,5.19,5.2,3.25
34807,0.4,IDEAL,E,VVS1,60.8,57.0,1278,4.79,4.82,2.92
34808,0.52,VERY GOOD,E,SI1,63.3,57.0,1279,5.11,5.13,3.24
34809,0.5,GOOD,E,SI1,63.5,61.0,1279,4.98,5.03,3.18
34810,0.5,VERY GOOD,E,SI1,63.0,61.0,1279,5.03,5.07,3.18
34811,0.4,IDEAL,D,VVS1,62.8,57.0,1279,4.65,4.68,2.93
34812,0.58,IDEAL,I,VS2,62.0,54.0,1279,5.35,5.39,3.33
34813,0.5,IDEAL,H,VS2,62.3,54.0,1279,5.11,5.13,3.19
34814,0.5,PREMIUM,D,SI2,62.2,58.0,1279,5.14,5.08,3.18
34815,0.41,IDEAL,E,VVS1,61.4,57.0,1279,4.8,4.77,2.94
34816,0.53,IDEAL,I,VS2,60.3,60.0,1279,5.25,5.22,3.16
34817,0.5,PREMIUM,D,SI1,62.5,58.0,1279,5.06,4.98,3.14
34818,0.5,PREMIUM,D,SI1,61.3,60.0,1279,5.15,5.1,3.14
34819,0.5,PREMIUM,D,SI2,62.1,57.0,1279,5.12,5.09,3.17
34820,0.43,IDEAL,G,IF,61.6,57.0,1280,4.81,4.84,2.97
34821,0.56,IDEAL,J,VS2,61.9,57.0,1280,5.29,5.31,3.28
34822,0.5,GOOD,I,VVS2,64.8,56.0,1280,4.92,4.99,3.21
34823,0.55,PREMIUM,G,SI2,61.8,56.0,1280,5.28,5.23,3.25
34824,0.5,FAIR,G,VS1,67.0,61.0,1280,4.97,4.91,3.31
34825,0.52,PREMIUM,G,SI1,60.7,59.0,1280,5.22,5.19,3.16
34826,0.5,VERY GOOD,E,SI1,60.7,59.0,1281,5.09,5.13,3.1
34827,0.55,IDEAL,I,VS2,61.6,55.0,1281,5.27,5.29,3.25
34828,0.51,IDEAL,G,SI1,61.6,56.0,1281,5.19,5.14,3.18
34829,0.51,PREMIUM,G,SI1,60.9,58.0,1281,5.21,5.14,3.15
34830,0.52,VERY GOOD,I,VS1,61.4,57.0,1282,5.17,5.19,3.18
34831,0.5,IDEAL,I,VS1,62.2,55.0,1282,5.07,5.11,3.16
34832,0.53,GOOD,E,SI1,62.6,64.0,1282,5.13,5.22,3.24
34833,0.53,GOOD,H,VS1,57.6,64.0,1282,5.41,5.36,3.1
34834,0.45,PREMIUM,E,VS1,60.8,60.0,1282,4.94,4.9,2.99
34835,0.59,VERY GOOD,H,SI1,62.8,56.0,1283,5.35,5.38,3.37
34836,0.51,VERY GOOD,E,SI1,61.4,58.0,1284,5.09,5.14,3.14
34837,0.51,VERY GOOD,E,SI1,59.4,57.0,1284,5.2,5.24,3.1
34838,0.51,VERY GOOD,E,SI1,62.9,55.0,1284,5.06,5.12,3.2
34839,0.51,IDEAL,G,SI1,63.2,58.0,1284,5.05,5.08,3.2
34840,0.53,IDEAL,G,SI1,61.0,56.0,1284,5.23,5.26,3.2
34841,0.51,IDEAL,E,SI1,61.2,57.0,1284,5.14,5.16,3.15
34842,0.52,PREMIUM,D,SI1,62.0,60.0,1284,5.18,5.11,3.19
34843,0.41,PREMIUM,D,VS1,59.3,58.0,1286,4.87,4.85,2.88
34844,0.59,VERY GOOD,E,SI2,63.8,57.0,1286,5.31,5.34,3.4
34845,0.43,VERY GOOD,G,IF,62.7,58.0,1286,4.8,4.84,3.02
34846,0.53,PREMIUM,I,VS1,62.3,58.0,1286,5.18,5.26,3.25
34847,0.53,VERY GOOD,I,VS1,61.6,56.7,1286,5.18,5.21,3.2
34848,0.59,IDEAL,E,SI2,62.2,55.0,1286,5.38,5.4,3.35
34849,0.43,IDEAL,G,IF,61.7,57.0,1286,4.83,4.86,2.99
34850,0.5,GOOD,G,SI1,63.9,57.0,1286,5.06,5.02,3.22
34851,0.5,PREMIUM,G,SI1,62.2,60.0,1286,5.07,5.03,3.14
34852,0.5,PREMIUM,G,SI1,62.9,59.0,1286,5.09,5.06,3.19
34853,0.5,PREMIUM,G,SI1,62.6,56.0,1286,5.1,5.06,3.18
34854,0.56,VERY GOOD,H,SI1,63.2,57.0,1286,5.27,5.23,3.32
34855,0.56,PREMIUM,H,SI1,61.3,60.0,1286,5.28,5.23,3.22
34856,0.5,GOOD,G,SI1,63.6,55.0,1286,5.06,5.03,3.21
34857,0.5,IDEAL,G,SI1,62.1,56.0,1286,5.09,5.05,3.15
34858,0.5,VERY GOOD,G,SI1,60.0,63.0,1286,5.1,5.06,3.05
34859,0.5,GOOD,G,SI1,62.5,64.0,1286,4.99,4.93,3.1
34860,0.5,PREMIUM,G,SI1,62.8,61.0,1286,5.01,4.99,3.14
34861,0.53,FAIR,E,SI1,56.2,64.0,1286,5.43,5.41,3.05
34862,0.5,PREMIUM,E,SI2,60.3,60.0,1286,5.11,5.07,3.07
34863,0.6,PREMIUM,G,SI1,60.8,58.0,1286,5.44,5.39,3.29
34864,0.59,VERY GOOD,J,VS2,61.9,58.0,1287,5.35,5.38,3.32
34865,0.58,GOOD,G,VS2,63.2,58.0,1287,5.36,5.28,3.36
34866,0.58,GOOD,E,SI1,59.3,64.0,1287,5.48,5.42,3.23
34867,0.56,IDEAL,G,SI1,63.0,55.0,1287,5.26,5.22,3.3
34868,0.56,PREMIUM,G,SI1,61.1,61.0,1287,5.31,5.29,3.24
34869,0.54,IDEAL,G,SI2,62.7,56.0,1287,5.23,5.2,3.27
34870,0.51,IDEAL,G,SI1,61.7,58.0,1287,5.12,5.15,3.17
34871,0.52,VERY GOOD,I,VVS2,61.9,56.0,1289,5.16,5.18,3.2
34872,0.5,VERY GOOD,E,SI1,63.4,55.0,1289,5.02,5.1,3.21
34873,0.52,GOOD,H,VS2,63.7,54.0,1289,5.09,5.12,3.25
34874,0.52,VERY GOOD,D,SI2,61.7,56.0,1289,5.14,5.17,3.18
34875,0.52,VERY GOOD,H,VS2,62.0,57.0,1289,5.08,5.12,3.16
34876,0.52,GOOD,H,VS2,63.6,57.0,1289,5.05,5.1,3.23
34877,0.52,VERY GOOD,D,SI2,62.9,56.0,1289,5.14,5.17,3.24
34878,0.52,IDEAL,D,SI2,62.5,56.0,1289,5.08,5.12,3.19
34879,0.52,VERY GOOD,D,SI2,62.4,59.0,1289,5.05,5.15,3.18
34880,0.52,GOOD,H,VS2,63.5,58.0,1289,5.11,5.12,3.25
34881,0.38,IDEAL,D,VVS2,61.2,57.0,1289,4.66,4.68,2.86
34882,0.38,IDEAL,D,VVS2,60.7,55.0,1289,4.69,4.71,2.85
34883,0.42,IDEAL,G,IF,61.5,56.0,1289,4.84,4.85,2.98
34884,0.42,IDEAL,G,IF,61.9,53.0,1289,4.83,4.87,3
34885,0.42,IDEAL,G,IF,62.6,53.0,1289,4.79,4.82,3.01
34886,0.42,IDEAL,G,IF,62.3,54.0,1289,4.82,4.85,3.01
34887,0.42,IDEAL,G,IF,62.0,53.0,1289,4.83,4.85,3
34888,0.42,IDEAL,G,IF,62.2,54.0,1289,4.81,4.84,3
34889,0.33,IDEAL,E,IF,62.1,55.0,1289,4.43,4.46,2.76
34890,0.39,IDEAL,D,VVS2,61.8,57.0,1290,4.71,4.67,2.9
34891,0.52,IDEAL,E,SI2,62.9,56.0,1290,5.12,5.08,3.21
34892,0.39,PREMIUM,D,VVS2,62.9,58.0,1290,4.66,4.62,2.92
34893,0.39,PREMIUM,D,VVS2,63.0,57.0,1290,4.69,4.65,2.94
34894,0.39,PREMIUM,D,VVS2,61.1,60.0,1290,4.7,4.66,2.86
34895,0.62,PREMIUM,E,SI2,58.6,58.0,1291,5.58,5.52,3.25
34896,0.43,VERY GOOD,E,VVS2,59.3,59.0,1291,4.95,4.97,2.94
34897,0.46,IDEAL,D,VS2,61.8,56.0,1291,4.93,4.97,3.06
34898,0.4,IDEAL,E,VS1,61.1,57.0,1291,4.75,4.78,2.97
34899,0.54,IDEAL,H,SI1,60.6,57.0,1291,5.28,5.32,3.21
34900,0.64,VERY GOOD,H,SI2,64.2,58.0,1292,5.43,5.48,3.5
34901,0.54,GOOD,G,SI1,63.2,56.0,1292,5.16,5.19,3.27
34902,0.54,VERY GOOD,G,SI1,60.3,57.0,1292,5.24,5.4,3.21
34903,0.54,IDEAL,G,SI1,62.6,57.0,1292,5.18,5.21,3.25
34904,0.59,IDEAL,H,SI2,61.9,55.0,1292,5.37,5.39,3.33
34905,0.52,IDEAL,D,SI2,61.9,55.0,1292,5.16,5.18,3.2
34906,0.52,IDEAL,D,SI2,61.2,57.0,1292,5.2,5.22,3.19
34907,0.52,IDEAL,D,SI2,61.7,55.0,1292,5.17,5.2,3.2
34908,0.57,IDEAL,H,SI1,61.8,55.0,1292,5.31,5.37,3.3
34909,0.57,IDEAL,H,SI1,61.3,54.0,1292,5.34,5.39,3.29
34910,0.57,IDEAL,H,SI1,61.8,54.0,1292,5.35,5.37,3.31
34911,0.57,IDEAL,H,SI1,59.3,60.0,1292,5.44,5.48,3.24
34912,0.37,IDEAL,D,VVS1,62.0,56.0,1292,4.6,4.59,2.85
34913,0.5,VERY GOOD,E,SI1,59.4,60.0,1293,5.14,5.16,3.06
34914,0.5,VERY GOOD,E,SI1,63.7,58.0,1293,5.02,5.06,3.21
34915,0.47,GOOD,E,VS1,65.4,56.0,1293,4.85,4.9,3.19
34916,0.5,GOOD,E,SI1,62.5,59.0,1293,5.04,5.07,3.16
34917,0.52,GOOD,D,SI2,63.7,55.0,1293,5.11,5.1,3.25
34918,0.56,FAIR,H,VS2,52.7,70.0,1293,5.71,5.57,2.97
34919,0.46,PREMIUM,E,VS1,62.0,58.0,1294,4.95,4.98,3.08
34920,0.59,GOOD,I,VS2,63.4,56.0,1294,5.33,5.37,3.39
34921,0.47,GOOD,E,VS2,58.4,60.3,1294,5.08,5.17,3
34922,0.44,PREMIUM,G,VVS1,60.9,59.0,1294,4.96,4.9,3
34923,0.44,IDEAL,G,VVS1,61.8,55.0,1294,4.91,4.86,3.02
34924,0.44,IDEAL,G,VVS1,61.6,56.0,1294,4.9,4.88,3.01
34925,0.44,IDEAL,D,VS1,62.3,55.0,1294,4.88,4.84,3.03
34926,0.44,IDEAL,D,VS1,62.3,55.0,1294,4.88,4.85,3.03
34927,0.23,VERY GOOD,E,VVS2,63.0,58.0,505,3.95,3.99,2.5
34928,0.23,VERY GOOD,E,VVS2,61.9,57.0,505,3.91,3.94,2.43
34929,0.23,VERY GOOD,E,VVS2,62.5,55.0,505,3.94,3.96,2.47
34930,0.23,VERY GOOD,E,VVS2,59.3,60.0,505,4.0,4.1,2.4
34931,0.23,VERY GOOD,E,VVS2,59.4,61.0,505,4.01,4.04,2.39
34932,0.23,VERY GOOD,E,VVS2,61.6,60.0,505,3.97,3.99,2.45
34933,0.23,VERY GOOD,D,VVS2,61.9,60.0,505,3.9,3.95,2.43
34934,0.32,VERY GOOD,G,SI1,62.2,57.0,505,4.36,4.39,2.72
34935,0.36,IDEAL,G,SI2,61.4,54.0,505,4.59,4.66,2.84
34936,0.36,IDEAL,G,SI2,61.1,54.0,505,4.61,4.65,2.83
34937,0.36,IDEAL,G,SI2,62.3,54.0,505,4.57,4.61,2.86
34938,0.36,IDEAL,G,SI2,60.7,58.0,505,4.62,4.64,2.81
34939,0.36,IDEAL,I,SI1,61.3,55.0,505,4.6,4.64,2.83
34940,0.36,IDEAL,I,SI1,61.7,55.0,505,4.58,4.62,2.84
34941,0.25,GOOD,E,VVS2,61.2,62.0,505,4.04,4.07,2.48
34942,0.23,GOOD,E,VVS2,62.2,60.0,505,3.9,3.94,2.44
34943,0.32,PREMIUM,H,VS2,61.9,58.0,505,4.37,4.39,2.71
34944,0.32,PREMIUM,H,VS2,61.0,60.0,505,4.35,4.41,2.67
34945,0.32,IDEAL,I,VS1,62.4,54.0,505,4.36,4.39,2.73
34946,0.36,VERY GOOD,H,SI1,63.0,55.0,505,4.51,4.54,2.85
34947,0.32,VERY GOOD,I,VS1,62.6,58.0,505,4.38,4.4,2.75
34948,0.36,GOOD,E,SI2,63.7,54.0,505,4.52,4.55,2.89
34949,0.32,VERY GOOD,H,VS2,63.0,57.0,505,4.33,4.37,2.74
34950,0.36,IDEAL,H,SI1,61.5,57.0,505,4.57,4.6,2.82
34951,0.32,IDEAL,H,VS2,62.0,55.0,505,4.38,4.4,2.72
34952,0.32,PREMIUM,H,VS2,61.4,60.0,505,4.39,4.41,2.7
34953,0.32,VERY GOOD,H,VS2,62.7,54.0,505,4.39,4.41,2.76
34954,0.51,PREMIUM,E,SI2,59.5,60.0,1294,5.25,5.17,3.1
34955,0.44,IDEAL,D,VS1,61.1,56.0,1294,4.95,4.91,3.01
34956,0.44,IDEAL,D,VS1,61.3,56.0,1294,4.92,4.87,3
34957,0.44,IDEAL,D,VS1,61.6,56.0,1294,4.92,4.85,3.01
34958,0.55,VERY GOOD,D,SI2,63.3,56.0,1295,5.22,5.24,3.31
34959,0.41,PREMIUM,D,VVS2,62.5,58.0,1295,4.72,4.75,2.96
34960,0.41,PREMIUM,D,VVS2,61.8,58.0,1295,4.75,4.79,2.95
34961,0.41,IDEAL,D,VVS2,62.3,57.0,1295,4.74,4.76,2.96
34962,0.41,IDEAL,D,VVS2,62.1,56.0,1295,4.76,4.78,2.96
34963,0.41,VERY GOOD,D,VVS2,61.2,62.0,1295,4.78,4.82,2.94
34964,0.41,IDEAL,D,VVS2,62.3,55.0,1295,4.76,4.77,2.97
34965,0.58,GOOD,G,SI1,63.5,56.0,1295,5.28,5.34,3.37
34966,0.6,IDEAL,I,SI1,60.7,58.0,1295,5.43,5.45,3.3
34967,0.56,IDEAL,E,SI2,61.9,55.0,1296,5.32,5.34,3.3
34968,0.45,PREMIUM,D,VS1,60.6,59.0,1297,4.96,4.98,3.01
34969,0.45,IDEAL,G,VVS1,61.7,56.0,1297,4.93,4.96,3.05
34970,0.45,IDEAL,G,VVS1,61.5,57.0,1297,4.91,4.95,3.03
34971,0.62,IDEAL,J,VS1,62.3,54.0,1297,5.46,5.49,3.41
34972,0.55,IDEAL,I,VS1,62.5,57.0,1297,5.19,5.25,3.26
34973,0.56,PREMIUM,E,SI2,62.6,59.0,1297,5.24,5.2,3.27
34974,0.46,IDEAL,D,VS2,62.4,56.0,1298,4.98,4.95,3.1
34975,0.73,VERY GOOD,G,I1,62.5,58.0,1298,5.74,5.82,3.61
34976,0.43,IDEAL,H,VVS1,61.5,56.0,1298,4.86,4.89,3
34977,0.41,GOOD,E,VVS1,64.1,55.0,1298,4.71,4.68,3.01
34978,0.42,IDEAL,I,VVS2,61.2,57.0,1299,4.83,4.87,2.97
34979,0.5,GOOD,E,VS2,64.1,58.0,1299,5.01,5.03,3.22
34980,0.42,IDEAL,H,VS1,61.0,57.0,1299,4.85,4.89,2.97
34981,0.52,IDEAL,E,SI2,61.9,56.0,1299,5.17,5.19,3.2
34982,0.46,IDEAL,H,SI1,61.2,56.0,1299,4.97,5.0,3.05
34983,0.39,PREMIUM,E,VVS1,60.7,58.0,1300,4.69,4.73,2.86
34984,0.39,PREMIUM,G,IF,59.0,60.0,1300,4.75,4.78,2.81
34985,0.39,IDEAL,E,VVS2,61.6,56.0,1300,4.69,4.73,2.9
34986,0.39,IDEAL,E,VVS2,60.5,57.0,1300,4.72,4.74,2.86
34987,0.59,IDEAL,I,VS2,62.0,54.0,1300,5.4,5.43,3.36
34988,0.32,IDEAL,E,IF,61.2,57.0,1300,4.4,4.43,2.7
34989,0.38,IDEAL,E,IF,61.4,55.0,1300,4.68,4.7,2.88
34990,0.51,VERY GOOD,I,VS1,62.5,59.0,1301,5.1,5.14,3.2
34991,0.51,IDEAL,I,VS1,61.8,56.0,1301,5.1,5.13,3.16
34992,0.5,VERY GOOD,H,VS2,62.3,58.0,1302,5.05,5.12,3.17
34993,0.46,PREMIUM,E,VS2,62.2,58.0,1302,4.99,4.95,3.09
34994,0.61,GOOD,I,VS2,63.4,55.0,1303,5.42,5.46,3.45
34995,0.53,IDEAL,E,SI1,61.2,54.0,1303,5.21,5.25,3.2
34996,0.52,PREMIUM,E,SI1,59.0,59.0,1303,5.3,5.21,3.1
34997,0.35,IDEAL,D,VVS1,61.0,55.0,1303,4.62,4.59,2.81
34998,0.51,VERY GOOD,E,SI1,62.9,57.0,1304,5.06,5.11,3.2
34999,0.51,VERY GOOD,E,SI1,61.2,61.0,1304,5.13,5.16,3.15
35000,0.51,GOOD,E,SI1,63.3,59.0,1304,5.05,5.09,3.21
35001,0.56,PREMIUM,G,SI1,62.4,58.0,1304,5.23,5.29,3.28
35002,0.51,FAIR,D,SI1,65.2,55.0,1304,5.05,5.01,3.28
35003,0.54,IDEAL,I,VS1,61.2,58.0,1304,5.24,5.29,3.22
35004,0.57,IDEAL,H,SI1,61.6,60.0,1304,5.33,5.35,3.29
35005,0.43,IDEAL,H,IF,62.2,55.0,1304,4.87,4.84,3.02
35006,0.43,IDEAL,E,VVS2,62.0,57.0,1304,4.87,4.84,3.01
35007,0.43,PREMIUM,E,VVS2,60.8,57.0,1304,4.92,4.89,2.98
35008,0.51,VERY GOOD,E,SI1,63.1,56.0,1305,5.07,5.1,3.21
35009,0.59,IDEAL,E,SI2,62.5,57.0,1305,5.32,5.37,3.34
35010,0.71,PREMIUM,J,SI2,61.8,54.0,1305,5.74,5.7,3.53
35011,0.6,FAIR,G,SI1,64.5,56.0,1305,5.27,5.24,3.39
35012,0.5,VERY GOOD,D,SI2,60.8,55.0,1306,5.14,5.16,3.13
35013,0.46,IDEAL,G,VVS2,62.4,54.4,1306,4.93,4.98,3.09
35014,0.5,IDEAL,H,VS2,60.3,55.0,1306,5.16,5.21,3.13
35015,0.61,IDEAL,G,SI2,60.5,56.0,1306,5.49,5.59,3.35
35016,0.6,GOOD,J,VS1,58.9,60.5,1306,5.5,5.57,3.26
35017,0.52,PREMIUM,G,SI1,59.7,60.0,1306,5.22,5.2,3.11
35018,0.53,VERY GOOD,D,SI2,60.2,56.0,1307,5.23,5.26,3.16
35019,0.42,IDEAL,E,VVS1,59.7,56.0,1307,4.88,4.91,2.92
35020,0.58,PREMIUM,G,SI2,61.2,59.0,1307,5.4,5.36,3.29
35021,0.53,PREMIUM,E,SI1,62.3,60.0,1307,5.27,5.17,3.25
35022,0.61,PREMIUM,D,SI2,60.8,57.0,1308,5.48,5.4,3.31
35023,0.43,IDEAL,E,VVS2,61.8,57.0,1308,4.79,4.85,2.98
35024,0.53,IDEAL,G,SI1,62.3,55.0,1308,5.13,5.24,3.23
35025,0.53,IDEAL,G,SI1,62.7,55.0,1308,5.15,5.19,3.24
35026,0.61,PREMIUM,I,VS2,58.8,58.0,1308,5.59,5.53,3.27
35027,0.57,VERY GOOD,H,SI1,63.1,54.0,1309,5.3,5.28,3.34
35028,0.57,PREMIUM,H,SI1,59.3,58.0,1309,5.46,5.4,3.22
35029,0.52,VERY GOOD,I,VS1,61.0,58.0,1310,5.18,5.22,3.17
35030,0.42,IDEAL,H,VVS1,61.1,56.0,1310,4.86,4.9,2.98
35031,0.42,IDEAL,G,IF,62.0,57.0,1310,4.82,4.8,2.98
35032,0.31,IDEAL,D,IF,61.1,56.0,1310,4.42,4.39,2.69
35033,0.54,GOOD,D,SI1,63.7,57.0,1310,5.22,5.14,3.3
35034,0.45,VERY GOOD,D,VS2,62.9,58.4,1311,4.83,4.86,3.04
35035,0.52,VERY GOOD,G,SI1,61.7,57.0,1311,5.13,5.16,3.17
35036,0.52,VERY GOOD,G,SI1,61.1,56.0,1311,5.19,5.23,3.18
35037,0.33,IDEAL,E,VVS1,61.9,57.0,1312,4.43,4.46,2.75
35038,0.51,PREMIUM,G,SI1,60.3,61.0,1312,5.19,5.12,3.11
35039,0.51,PREMIUM,G,SI1,62.4,58.0,1312,5.13,5.07,3.18
35040,0.51,GOOD,G,SI1,63.6,55.0,1312,5.06,5.03,3.21
35041,0.51,IDEAL,G,SI1,63.0,53.0,1312,5.13,5.1,3.22
35042,0.51,IDEAL,H,VS2,61.2,53.0,1312,5.22,5.18,3.18
35043,0.57,IDEAL,G,VS2,60.7,56.0,1313,5.4,5.37,3.27
35044,0.53,IDEAL,H,VS2,62.5,56.0,1314,5.15,5.19,3.23
35045,0.46,PREMIUM,G,VVS2,61.3,60.0,1314,4.94,5.01,3.05
35046,0.53,IDEAL,D,SI2,60.4,57.0,1314,5.26,5.3,3.19
35047,0.53,IDEAL,D,SI2,61.9,55.0,1314,5.19,5.24,3.23
35048,0.53,IDEAL,D,SI2,61.4,56.0,1314,5.22,5.24,3.21
35049,0.53,VERY GOOD,D,SI2,62.9,54.0,1314,5.13,5.17,3.24
35050,0.53,IDEAL,H,VS2,62.4,56.0,1314,5.17,5.18,3.23
35051,0.43,IDEAL,D,VS2,61.3,55.0,1314,4.84,4.88,2.98
35052,0.55,IDEAL,H,SI1,61.6,55.0,1314,5.29,5.32,3.27
35053,0.54,IDEAL,G,SI1,62.5,56.0,1314,5.2,5.24,3.26
35054,0.5,PREMIUM,E,SI1,62.6,56.0,1314,5.07,5.06,3.17
35055,0.55,PREMIUM,I,VS2,61.7,55.0,1314,5.35,5.29,3.28
35056,0.51,VERY GOOD,E,SI1,61.6,53.0,1315,5.16,5.19,3.19
35057,0.57,VERY GOOD,E,SI2,61.2,57.0,1315,5.31,5.35,3.26
35058,0.42,GOOD,D,VS1,57.3,62.0,1315,4.95,5.0,2.85
35059,0.53,IDEAL,E,SI2,60.9,57.0,1315,5.23,5.21,3.18
35060,0.53,GOOD,I,VS1,64.3,55.0,1315,5.17,5.13,3.31
35061,0.51,IDEAL,I,VVS2,62.5,54.3,1316,5.09,5.12,3.19
35062,0.5,GOOD,E,SI1,63.3,59.0,1316,4.99,5.03,3.17
35063,0.5,GOOD,E,SI1,63.8,55.0,1316,5.04,5.09,3.23
35064,0.5,IDEAL,E,SI1,62.2,57.0,1316,5.05,5.11,3.16
35065,0.5,IDEAL,E,SI1,61.6,57.0,1316,5.09,5.13,3.15
35066,0.5,GOOD,E,SI1,63.7,56.0,1316,5.02,5.06,3.21
