,carat,cut,color,clarity,depth,table,price,x,y,z,cut value,color value,clarity value
33597,0.52,IDEAL,I,VS2,61.8,54.0,1152,5.16,5.2,3.2,5,2,4
33598,0.5,VERY GOOD,G,SI1,62.4,52.0,1153,5.1,5.15,3.2,3,4,3
33599,0.5,VERY GOOD,G,SI1,62.3,58.0,1153,5.06,5.08,3.16,3,4,3
33600,0.54,IDEAL,G,SI2,60.4,59.0,1153,5.24,5.29,3.18,5,4,2
33601,0.5,IDEAL,G,SI1,62.1,57.0,1153,5.05,5.09,3.15,5,4,3
33602,0.4,IDEAL,H,IF,61.9,56.0,1153,4.72,4.75,2.93,5,3,8
33603,0.41,PREMIUM,E,VS1,60.7,58.0,1153,4.83,4.79,2.92,4,6,5
33604,0.41,PREMIUM,E,VS1,59.8,61.0,1153,4.85,4.79,2.88,4,6,5
33605,0.41,PREMIUM,E,VS1,60.0,58.0,1153,4.83,4.8,2.89,4,6,5
33606,0.41,PREMIUM,E,VS1,60.1,58.0,1153,4.84,4.81,2.9,4,6,5
33607,0.41,PREMIUM,E,VS1,59.9,58.0,1153,4.88,4.83,2.91,4,6,5
33608,0.41,IDEAL,E,VS1,61.4,57.0,1153,4.82,4.79,2.95,5,6,5
33609,0.41,PREMIUM,E,VS1,60.6,59.0,1153,4.8,4.77,2.9,4,6,5
33610,0.41,PREMIUM,E,VS1,61.9,59.0,1153,4.8,4.77,2.96,4,6,5
33611,0.28,IDEAL,I,VVS2,62.2,55.0,497,4.21,4.24,2.63,5,2,6
33612,0.28,IDEAL,G,VS2,62.2,54.0,497,4.21,4.24,2.63,5,4,4
33613,0.28,IDEAL,H,VS1,62.0,55.0,497,4.21,4.24,2.62,5,3,5
33614,0.28,IDEAL,H,VS1,61.8,57.0,497,4.2,4.22,2.6,5,3,5
33615,0.37,IDEAL,J,SI1,60.5,57.0,497,4.63,4.66,2.81,5,1,3
33616,0.34,FAIR,J,SI1,64.5,57.0,497,4.38,4.36,2.82,1,1,3
33617,0.3,PREMIUM,G,SI1,62.5,61.0,497,4.29,4.26,2.67,4,4,3
33618,0.23,VERY GOOD,E,VVS2,63.0,58.0,498,3.92,3.95,2.48,3,6,6
33619,0.23,VERY GOOD,E,VVS2,60.7,58.0,498,3.96,4.01,2.42,3,6,6
33620,0.24,IDEAL,G,VVS2,61.2,56.0,498,3.99,4.02,2.45,5,4,6
33621,0.29,IDEAL,H,VS2,62.8,55.0,498,4.24,4.27,2.67,5,3,4
33622,0.29,IDEAL,H,VS1,61.8,57.0,498,4.27,4.31,2.64,5,3,5
33623,0.31,IDEAL,I,SI1,62.1,53.0,498,4.34,4.36,2.7,5,2,3
33624,0.33,IDEAL,G,SI1,61.6,56.0,498,4.43,4.46,2.74,5,4,3
33625,0.25,GOOD,E,VVS1,61.4,62.0,498,4.03,4.05,2.48,2,6,7
33626,0.23,GOOD,E,VVS1,56.3,62.0,498,4.1,4.11,2.31,2,6,7
33627,0.33,VERY GOOD,J,VVS2,62.1,56.0,499,4.44,4.45,2.76,3,1,6
33628,0.24,VERY GOOD,D,VVS2,60.1,57.0,499,4.03,4.09,2.44,3,7,6
33629,0.41,IDEAL,E,VS1,62.1,55.0,1153,4.8,4.77,2.97,5,6,5
33630,0.41,PREMIUM,E,VS1,60.8,59.0,1153,4.82,4.76,2.91,4,6,5
33631,0.41,IDEAL,E,VS1,62.0,54.0,1153,4.79,4.76,2.96,5,6,5
33632,0.41,IDEAL,E,VS1,61.7,57.0,1153,4.8,4.76,2.95,5,6,5
33633,0.41,IDEAL,E,VS1,61.9,55.0,1153,4.8,4.76,2.96,5,6,5
33634,0.41,IDEAL,E,VS1,60.9,57.0,1153,4.79,4.76,2.91,5,6,5
33635,0.41,IDEAL,E,VS1,61.8,57.0,1153,4.79,4.76,2.95,5,6,5
33636,0.41,PREMIUM,E,VS1,61.2,58.0,1153,4.78,4.76,2.92,4,6,5
33637,0.41,PREMIUM,E,VS1,62.2,57.0,1153,4.78,4.74,2.96,4,6,5
33638,0.41,IDEAL,E,VS1,61.7,55.0,1153,4.78,4.75,2.94,5,6,5
33639,0.41,IDEAL,E,VS1,62.1,56.0,1153,4.78,4.75,2.96,5,6,5
33640,0.41,IDEAL,E,VS1,62.1,55.0,1153,4.78,4.75,2.96,5,6,5
33641,0.41,IDEAL,E,VS1,61.8,55.0,1153,4.8,4.75,2.95,5,6,5
33642,0.41,IDEAL,E,VS1,62.0,55.0,1153,4.77,4.74,2.95,5,6,5
33643,0.41,IDEAL,E,VS1,62.3,57.0,1153,4.77,4.74,2.96,5,6,5
33644,0.41,PREMIUM,E,VS1,62.0,60.0,1153,4.78,4.74,2.95,4,6,5
33645,0.41,PREMIUM,E,VS1,62.3,59.0,1153,4.76,4.74,2.96,4,6,5
33646,0.41,PREMIUM,E,VS1,62.0,57.0,1153,4.77,4.74,2.95,4,6,5
33647,0.41,PREMIUM,E,VS1,62.8,58.0,1153,4.72,4.7,2.96,4,6,5
33648,0.41,PREMIUM,E,VS1,61.8,58.0,1153,4.75,4.73,2.93,4,6,5
33649,0.41,IDEAL,E,VS1,62.7,57.0,1153,4.76,4.72,2.97,5,6,5
33650,0.41,IDEAL,E,VS1,62.7,55.0,1153,4.76,4.72,2.97,5,6,5
33651,0.41,PREMIUM,E,VS1,60.4,58.0,1153,4.82,4.78,2.9,4,6,5
33652,0.45,VERY GOOD,G,VS1,60.0,57.1,1154,4.99,5.03,3.0,3,4,5
33653,0.4,VERY GOOD,G,IF,61.0,59.0,1154,4.75,4.79,2.91,3,4,8
33654,0.5,VERY GOOD,E,SI2,62.4,57.0,1154,5.03,5.07,3.15,3,6,2
33655,0.5,IDEAL,E,SI2,62.5,57.0,1154,5.04,5.07,3.16,5,6,2
33656,0.5,VERY GOOD,E,SI2,61.3,56.0,1154,5.08,5.13,3.13,3,6,2
33657,0.54,IDEAL,H,SI1,62.2,56.0,1154,5.19,5.26,3.25,5,3,3
33658,0.54,PREMIUM,H,SI1,61.0,58.0,1154,5.23,5.27,3.2,4,3,3
33659,0.54,IDEAL,H,SI1,61.0,56.0,1154,5.24,5.28,3.21,5,3,3
33660,0.5,IDEAL,E,SI2,61.4,57.0,1154,5.09,5.14,3.14,5,6,2
33661,0.5,VERY GOOD,E,SI2,61.4,58.0,1154,5.09,5.11,3.13,3,6,2
33662,0.5,VERY GOOD,E,SI2,61.7,58.0,1154,5.06,5.12,3.14,3,6,2
33663,0.54,GOOD,H,SI1,63.3,57.0,1154,5.15,5.22,3.28,2,3,3
33664,0.5,PREMIUM,E,SI2,59.5,59.0,1154,5.16,5.19,3.08,4,6,2
33665,0.38,IDEAL,E,VVS1,61.5,56.0,1154,4.67,4.7,2.88,5,6,7
33666,0.38,IDEAL,E,VVS1,62.3,56.0,1154,4.64,4.67,2.9,5,6,7
33667,0.41,IDEAL,E,VS1,60.8,56.0,1154,4.84,4.8,2.93,5,6,5
33668,0.5,IDEAL,H,SI1,62.2,53.0,1154,5.06,5.14,3.17,5,3,3
33669,0.51,IDEAL,H,SI1,59.8,57.0,1154,5.22,5.25,3.13,5,3,3
33670,0.39,IDEAL,G,IF,61.7,55.0,1154,4.68,4.72,2.9,5,4,8
33671,0.45,GOOD,G,VS1,58.1,61.2,1154,5.02,5.07,2.93,2,4,5
33672,0.44,IDEAL,G,VVS2,61.8,56.0,1155,4.94,4.9,3.04,5,4,6
33673,0.44,PREMIUM,G,VVS2,60.9,57.0,1155,4.93,4.89,2.99,4,4,6
33674,0.44,PREMIUM,G,VVS2,61.3,60.0,1155,4.94,4.88,3.01,4,4,6
33675,0.44,IDEAL,E,VS1,61.5,56.0,1155,4.92,4.9,3.02,5,6,5
33676,0.5,FAIR,H,VS1,66.5,60.0,1155,4.93,4.85,3.25,1,3,5
33677,0.5,PREMIUM,E,SI1,61.4,58.0,1155,5.17,5.09,3.15,4,6,3
33678,0.5,PREMIUM,E,SI1,62.3,60.0,1155,5.16,5.08,3.19,4,6,3
33679,0.5,GOOD,E,SI1,64.0,56.0,1155,5.03,4.97,3.2,2,6,3
33680,0.5,GOOD,E,SI1,64.2,59.0,1155,5.03,4.97,3.21,2,6,3
33681,0.4,PREMIUM,G,VVS1,60.3,58.0,1155,4.83,4.79,2.9,4,4,7
33682,0.5,PREMIUM,E,SI1,62.4,58.0,1155,5.06,5.01,3.14,4,6,3
33683,0.44,IDEAL,D,VS2,60.4,56.0,1155,4.95,4.91,2.98,5,7,4
33684,0.5,GOOD,E,SI1,64.0,57.0,1155,5.04,4.99,3.21,2,6,3
33685,0.5,VERY GOOD,E,SI1,63.4,58.0,1155,5.09,5.01,3.2,3,6,3
33686,0.5,PREMIUM,E,SI1,61.4,59.0,1155,5.09,5.01,3.1,4,6,3
33687,0.5,GOOD,E,SI1,63.7,59.0,1155,5.07,5.01,3.21,2,6,3
33688,0.53,GOOD,E,SI1,63.6,56.0,1156,5.19,5.1,3.27,2,6,3
33689,0.46,PREMIUM,E,VS2,61.3,57.0,1156,5.02,4.99,3.07,4,6,4
33690,0.5,PREMIUM,H,SI1,59.0,59.0,1156,5.22,5.18,3.07,4,3,3
33691,0.58,FAIR,D,SI2,65.1,58.0,1156,5.25,5.22,3.41,1,7,2
33692,0.38,VERY GOOD,E,VVS2,59.7,63.0,1157,4.71,4.73,2.82,3,6,6
33693,0.5,GOOD,D,SI2,63.4,59.0,1157,5.0,5.03,3.18,2,7,2
33694,0.5,GOOD,D,SI2,63.2,56.0,1157,5.01,5.05,3.18,2,7,2
33695,0.4,IDEAL,E,VVS2,61.5,56.0,1158,4.74,4.79,2.93,5,6,6
33696,0.4,IDEAL,E,VVS2,61.8,56.0,1158,4.74,4.77,2.94,5,6,6
33697,0.4,IDEAL,E,VVS2,62.2,56.0,1158,4.71,4.78,2.95,5,6,6
33698,0.4,IDEAL,E,VVS2,61.7,56.0,1158,4.73,4.77,2.93,5,6,6
33699,0.4,IDEAL,E,VVS2,61.7,55.0,1158,4.74,4.76,2.93,5,6,6
33700,0.4,IDEAL,E,VVS2,62.1,55.0,1158,4.74,4.76,2.95,5,6,6
33701,0.44,VERY GOOD,E,VS1,60.7,58.0,1158,4.88,4.91,2.97,3,6,5
33702,0.4,IDEAL,H,IF,62.7,57.0,1158,4.68,4.7,2.94,5,3,8
33703,0.4,IDEAL,E,VVS2,62.1,56.0,1158,4.7,4.73,2.93,5,6,6
33704,0.4,IDEAL,E,VVS2,61.8,55.0,1158,4.74,4.78,2.94,5,6,6
33705,0.58,IDEAL,I,SI2,61.3,56.0,1158,5.38,5.45,3.32,5,2,2
33706,0.52,IDEAL,D,SI2,61.0,56.0,1158,5.17,5.22,3.17,5,7,2
33707,0.43,PREMIUM,D,VVS2,59.5,59.0,1159,4.95,4.97,2.95,4,7,6
33708,0.38,GOOD,D,VVS1,61.3,61.0,1159,4.68,4.72,2.88,2,7,7
33709,0.62,PREMIUM,H,SI2,61.0,62.0,1159,5.47,5.42,3.32,4,3,2
33710,0.53,PREMIUM,H,SI1,61.2,60.0,1159,5.22,5.1,3.16,4,3,3
33711,0.41,VERY GOOD,D,VVS2,62.5,54.0,1160,4.79,4.81,3.0,3,7,6
33712,0.41,VERY GOOD,E,VS1,63.4,55.0,1160,4.7,4.73,2.99,3,6,5
33713,0.59,VERY GOOD,H,SI2,60.3,56.0,1160,5.43,5.48,3.29,3,3,2
33714,0.53,VERY GOOD,E,SI2,58.3,62.0,1160,5.3,5.36,3.11,3,6,2
33715,0.51,FAIR,G,SI1,64.5,56.0,1160,5.06,5.01,3.25,1,4,3
33716,0.44,IDEAL,G,VVS1,62.0,54.0,1160,4.89,4.91,3.04,5,4,7
33717,0.38,IDEAL,E,VVS1,62.4,54.0,1160,4.64,4.66,2.9,5,6,7
33718,0.5,IDEAL,H,SI1,59.2,62.0,1160,5.17,5.2,3.07,5,3,3
33719,0.53,VERY GOOD,G,SI1,63.4,54.0,1161,5.09,5.13,3.24,3,4,3
33720,0.52,VERY GOOD,H,SI1,62.6,59.0,1161,5.06,5.13,3.19,3,3,3
33721,0.52,VERY GOOD,G,SI1,60.6,61.0,1161,5.17,5.19,3.14,3,4,3
33722,0.62,IDEAL,I,SI2,62.5,55.0,1161,5.45,5.49,3.42,5,2,2
33723,0.51,IDEAL,H,SI1,62.1,54.0,1161,5.13,5.15,3.19,5,3,3
33724,0.51,IDEAL,H,SI1,61.3,57.0,1161,5.1,5.14,3.14,5,3,3
33725,0.35,VERY GOOD,D,VVS2,60.0,56.0,1162,4.61,4.63,2.77,3,7,6
33726,0.37,IDEAL,E,VVS2,61.6,55.0,1162,4.62,4.63,2.85,5,6,6
33727,0.35,IDEAL,D,VVS2,60.8,56.0,1162,4.58,4.6,2.79,5,7,6
33728,0.46,VERY GOOD,I,VVS1,62.9,57.0,1163,4.91,4.95,3.1,3,2,7
33729,0.34,IDEAL,E,IF,62.0,56.0,1163,4.47,4.5,2.78,5,6,8
33730,0.34,IDEAL,E,IF,62.0,56.0,1163,4.49,4.51,2.79,5,6,8
33731,0.34,IDEAL,E,IF,61.7,56.0,1163,4.46,4.48,2.76,5,6,8
33732,0.54,IDEAL,E,SI2,62.1,56.0,1163,5.18,5.22,3.23,5,6,2
33733,0.54,GOOD,E,SI2,63.4,56.0,1163,5.14,5.18,3.27,2,6,2
33734,0.54,GOOD,E,SI2,63.8,54.0,1163,5.17,5.18,3.3,2,6,2
33735,0.54,VERY GOOD,E,SI2,61.9,58.0,1163,5.19,5.24,3.23,3,6,2
33736,0.36,IDEAL,G,VVS1,61.7,55.0,1163,4.58,4.6,2.83,5,4,7
33737,0.53,IDEAL,I,VS2,62.2,56.0,1163,5.15,5.2,3.22,5,2,4
33738,0.51,IDEAL,H,VS2,61.6,55.0,1163,5.13,5.16,3.17,5,3,4
33739,0.41,IDEAL,H,VS2,60.7,55.0,1163,4.83,4.86,2.94,5,3,4
33740,0.41,IDEAL,H,VS2,61.7,56.0,1163,4.77,4.79,2.95,5,3,4
33741,0.47,IDEAL,G,SI1,60.8,56.0,1163,5.0,5.03,3.05,5,4,3
33742,0.36,IDEAL,H,IF,61.3,57.0,1163,4.59,4.61,2.82,5,3,8
33743,0.51,PREMIUM,H,SI1,60.0,61.0,1163,5.2,5.17,3.11,4,3,3
33744,0.4,VERY GOOD,E,VVS1,63.4,57.0,1164,4.64,4.66,2.95,3,6,7
33745,0.46,VERY GOOD,I,VVS1,63.5,57.0,1164,4.91,4.85,3.1,3,2,7
33746,0.55,IDEAL,J,VS2,62.6,57.0,1165,5.21,5.17,3.25,5,1,4
33747,0.41,VERY GOOD,H,VVS1,62.0,56.0,1166,4.77,4.81,2.97,3,3,7
33748,0.62,PREMIUM,J,VS2,61.2,59.0,1166,5.42,5.52,3.35,4,1,4
33749,0.4,IDEAL,E,VVS2,62.4,59.0,1166,4.7,4.73,2.94,5,6,6
33750,0.5,IDEAL,J,VS2,62.0,56.0,1166,5.08,5.12,3.16,5,1,4
33751,0.53,IDEAL,G,SI1,62.1,53.0,1166,5.22,5.27,3.26,5,4,3
33752,0.41,GOOD,E,VS1,63.9,53.0,1166,4.75,4.7,3.02,2,6,5
33753,0.46,FAIR,D,VS1,67.3,61.0,1166,4.81,4.71,3.21,1,7,5
33754,0.39,PREMIUM,D,VVS1,63.0,60.0,1167,4.63,4.61,2.91,4,7,7
33755,0.42,VERY GOOD,E,VVS2,62.1,56.0,1167,4.79,4.82,2.98,3,6,6
33756,0.42,VERY GOOD,E,VVS2,59.8,56.0,1167,4.9,4.92,2.94,3,6,6
33757,0.53,VERY GOOD,E,SI2,63.1,58.0,1167,5.15,5.18,3.26,3,6,2
33758,0.5,VERY GOOD,D,SI2,61.9,56.0,1167,5.09,5.14,3.16,3,7,2
33759,0.35,PREMIUM,D,VVS1,60.8,58.0,1167,4.53,4.55,2.76,4,7,7
33760,0.35,IDEAL,D,VVS1,61.5,57.0,1167,4.52,4.55,2.79,5,7,7
33761,0.31,PREMIUM,D,IF,60.2,59.0,1167,4.39,4.42,2.65,4,7,8
33762,0.4,VERY GOOD,D,VVS2,62.6,55.0,1168,4.7,4.72,2.95,3,7,6
33763,0.61,GOOD,E,I1,63.4,57.1,1168,5.37,5.43,3.42,2,6,1
33764,0.5,GOOD,D,SI1,63.5,57.0,1169,5.05,5.09,3.22,2,7,3
33765,0.41,GOOD,E,VVS1,60.4,61.0,1169,4.76,4.81,2.89,2,6,7
33766,0.43,IDEAL,H,VVS1,62.3,54.0,1169,4.85,4.84,3.02,5,3,7
33767,0.63,PREMIUM,E,SI2,58.9,59.0,1169,5.64,5.6,3.31,4,6,2
33768,0.6,PREMIUM,H,SI1,62.4,58.0,1170,5.4,5.34,3.35,4,3,3
33769,0.5,VERY GOOD,G,SI1,62.8,55.0,1170,5.03,5.07,3.17,3,4,3
33770,0.51,VERY GOOD,H,SI1,62.0,57.0,1170,5.11,5.19,3.19,3,3,3
33771,0.51,GOOD,E,SI1,63.6,59.0,1170,5.13,5.06,3.24,2,6,3
33772,0.52,IDEAL,G,SI2,61.5,56.0,1170,5.15,5.19,3.18,5,4,2
33773,0.54,IDEAL,I,SI1,60.0,59.0,1170,5.29,5.31,3.18,5,2,3
33774,0.54,IDEAL,I,SI1,62.4,55.0,1170,5.19,5.23,3.25,5,2,3
33775,0.39,IDEAL,D,VS1,61.9,57.0,1170,4.71,4.69,2.91,5,7,5
33776,0.32,IDEAL,E,IF,62.6,55.0,1170,4.41,4.38,2.75,5,6,8
33777,0.38,IDEAL,D,VS1,62.4,56.0,1170,4.68,4.64,2.91,5,7,5
33778,0.32,IDEAL,E,IF,61.9,56.0,1170,4.42,4.4,2.73,5,6,8
33779,0.32,PREMIUM,E,IF,61.6,58.0,1170,4.39,4.38,2.7,4,6,8
33780,0.39,IDEAL,D,VS1,62.0,57.0,1170,4.71,4.67,2.91,5,7,5
33781,0.51,IDEAL,E,SI2,63.0,56.0,1170,5.14,5.12,3.23,5,6,2
33782,0.39,PREMIUM,G,VVS1,59.9,59.0,1170,4.75,4.73,2.84,4,4,7
33783,0.39,IDEAL,G,VVS1,62.3,57.0,1170,4.7,4.64,2.91,5,4,7
33784,0.39,PREMIUM,G,VVS1,60.4,59.0,1170,4.75,4.72,2.86,4,4,7
33785,0.39,IDEAL,D,VS1,60.3,56.0,1170,4.77,4.71,2.86,5,7,5
33786,0.52,VERY GOOD,G,SI1,63.5,58.0,1170,5.14,5.1,3.25,3,4,3
33787,0.5,VERY GOOD,G,SI1,60.8,63.0,1171,5.08,5.11,3.1,3,4,3
33788,0.57,VERY GOOD,G,SI2,60.5,56.0,1171,5.41,5.44,3.28,3,4,2
33789,0.32,VERY GOOD,D,IF,62.0,56.0,1171,4.39,4.43,2.73,3,7,8
33790,0.53,IDEAL,G,SI2,61.6,55.0,1171,5.2,5.25,3.22,5,4,2
33791,0.46,VERY GOOD,G,VS2,61.3,56.0,1172,4.98,5.0,3.06,3,4,4
33792,0.4,IDEAL,G,VVS2,61.5,57.0,1172,4.74,4.76,2.92,5,4,6
33793,0.55,VERY GOOD,J,VS2,61.7,54.0,1172,5.29,5.34,3.28,3,1,4
33794,0.56,GOOD,E,SI2,63.5,57.0,1172,5.21,5.24,3.32,2,6,2
33795,0.51,GOOD,G,SI1,63.7,55.0,1172,5.07,5.1,3.24,2,4,3
33796,0.4,IDEAL,D,VS2,61.7,56.0,1172,4.72,4.74,2.92,5,7,4
33797,0.5,PREMIUM,H,SI1,62.9,58.0,1172,5.04,5.01,3.16,4,3,3
33798,0.52,VERY GOOD,E,SI2,62.7,56.0,1173,5.07,5.1,3.19,3,6,2
33799,0.57,VERY GOOD,I,SI1,61.8,57.0,1173,5.31,5.34,3.29,3,2,3
33800,0.4,VERY GOOD,G,IF,62.3,59.0,1173,4.67,4.7,2.92,3,4,8
33801,0.4,VERY GOOD,G,IF,61.8,58.0,1173,4.69,4.73,2.91,3,4,8
33802,0.46,PREMIUM,E,VS2,61.5,60.0,1173,4.95,4.91,3.03,4,6,4
33803,0.46,PREMIUM,E,VS2,58.5,61.0,1173,5.1,5.05,2.97,4,6,4
33804,0.38,IDEAL,D,VVS1,62.0,57.0,1173,4.6,4.69,2.88,5,7,7
33805,0.53,IDEAL,I,VS2,61.9,54.0,1173,5.21,5.23,3.23,5,2,4
33806,0.56,IDEAL,G,SI2,61.9,54.0,1173,5.29,5.34,3.29,5,4,2
33807,0.55,IDEAL,G,SI2,62.1,56.0,1173,5.25,5.28,3.27,5,4,2
33808,0.57,IDEAL,I,SI1,62.5,55.0,1173,5.28,5.32,3.31,5,2,3
33809,0.53,PREMIUM,G,SI2,60.8,58.0,1173,5.21,5.19,3.16,4,4,2
33810,0.5,IDEAL,G,SI1,62.2,56.0,1173,5.13,5.08,3.17,5,4,3
33811,0.49,VERY GOOD,D,SI1,58.6,60.0,1174,5.14,5.2,3.03,3,7,3
33812,0.53,VERY GOOD,E,SI2,63.0,57.0,1174,5.13,5.16,3.24,3,6,2
33813,0.34,IDEAL,D,VVS2,61.3,56.0,1174,4.48,4.52,2.76,5,7,6
33814,0.33,IDEAL,E,VVS1,61.2,55.0,1174,4.48,4.51,2.75,5,6,7
33815,0.61,FAIR,J,VS2,58.2,56.0,1174,5.74,5.49,3.27,1,1,4
33816,0.52,VERY GOOD,E,SI2,62.4,59.0,1175,5.13,5.16,3.21,3,6,2
33817,0.56,VERY GOOD,I,SI1,61.8,56.0,1175,5.22,5.3,3.25,3,2,3
33818,0.52,VERY GOOD,H,SI1,59.3,59.0,1175,5.25,5.28,3.12,3,3,3
33819,0.55,GOOD,H,SI1,63.6,55.0,1175,5.18,5.23,3.31,2,3,3
33820,0.64,IDEAL,G,SI2,62.2,53.0,1175,5.54,5.56,3.45,5,4,2
33821,0.51,IDEAL,G,SI1,61.5,54.0,1175,5.17,5.21,3.19,5,4,3
33822,0.5,GOOD,D,SI2,61.9,63.0,1175,5.05,5.07,3.13,2,7,2
33823,0.5,FAIR,H,VS2,65.1,59.0,1175,5.02,5.06,3.28,1,3,4
33824,0.73,FAIR,I,I1,66.1,58.0,1175,5.63,5.5,3.68,1,2,1
33825,0.5,VERY GOOD,I,VS2,61.7,58.0,1176,5.08,5.13,3.15,3,2,4
33826,0.42,IDEAL,E,VVS1,61.8,56.0,1176,4.81,4.83,2.98,5,6,7
33827,0.38,IDEAL,E,VVS2,61.6,55.0,1176,4.72,4.67,2.89,5,6,6
33828,0.33,IDEAL,D,VVS1,61.0,55.0,1176,4.52,4.47,2.74,5,7,7
33829,0.57,VERY GOOD,I,SI1,63.3,56.0,1176,5.29,5.27,3.34,3,2,3
33830,0.38,IDEAL,E,VVS2,62.2,56.0,1176,4.65,4.58,2.87,5,6,6
33831,0.38,IDEAL,E,VVS2,61.9,57.0,1176,4.65,4.63,2.87,5,6,6
33832,0.38,IDEAL,E,VVS2,61.6,55.0,1176,4.66,4.63,2.86,5,6,6
33833,0.57,PREMIUM,J,VS2,60.2,62.0,1176,5.4,5.33,3.23,4,1,4
33834,0.56,PREMIUM,G,SI1,61.7,58.0,1176,5.31,5.29,3.27,4,4,3
33835,0.5,FAIR,E,SI1,65.0,58.0,1176,4.98,4.9,3.21,1,6,3
33836,0.38,IDEAL,E,VVS2,62.0,57.0,1176,4.62,4.61,2.86,5,6,6
33837,0.51,PREMIUM,E,SI2,61.8,58.0,1177,5.08,5.11,3.15,4,6,2
33838,0.51,IDEAL,E,SI2,62.7,53.0,1177,5.09,5.12,3.2,5,6,2
33839,0.42,IDEAL,E,VS1,60.6,57.0,1177,4.84,4.86,2.94,5,6,5
33840,0.44,IDEAL,H,IF,61.9,54.0,1177,4.9,4.95,3.05,5,3,8
33841,0.44,IDEAL,H,IF,61.4,55.0,1177,4.92,4.95,3.03,5,3,8
33842,0.41,IDEAL,D,VS2,59.7,57.0,1177,4.87,4.84,2.9,5,7,4
33843,0.41,IDEAL,D,VS2,61.7,55.0,1177,4.8,4.76,2.95,5,7,4
33844,0.47,VERY GOOD,H,VS2,57.2,60.0,1178,5.18,5.21,2.97,3,3,4
33845,0.45,IDEAL,H,VVS1,61.8,57.0,1178,4.92,4.95,3.05,5,3,7
33846,0.5,IDEAL,H,SI1,62.0,56.0,1178,5.09,5.12,3.16,5,3,3
33847,0.54,IDEAL,H,SI1,62.1,56.0,1178,5.18,5.26,3.24,5,3,3
33848,0.47,IDEAL,I,IF,62.2,55.0,1178,4.99,5.01,3.11,5,2,8
33849,0.5,VERY GOOD,H,VS2,61.8,63.0,1178,5.08,5.05,3.13,3,3,4
33850,0.5,PREMIUM,D,SI2,58.5,60.0,1178,5.21,5.19,3.04,4,7,2
33851,0.55,VERY GOOD,J,VS2,62.9,54.0,1179,5.23,5.29,3.31,3,1,4
33852,0.46,VERY GOOD,G,VS1,61.4,59.7,1179,4.94,4.97,3.05,3,4,5
33853,0.56,VERY GOOD,H,SI1,61.2,57.0,1179,5.28,5.31,3.24,3,3,3
33854,0.42,IDEAL,G,VVS1,61.1,56.0,1179,4.82,4.84,2.95,5,4,7
33855,0.42,GOOD,G,VVS1,63.6,55.0,1179,4.75,4.78,3.03,2,4,7
33856,0.42,PREMIUM,G,VVS1,60.2,59.0,1179,4.82,4.84,2.91,4,4,7
33857,0.42,IDEAL,G,VVS1,61.6,55.0,1179,4.82,4.85,2.98,5,4,7
33858,0.42,IDEAL,G,VVS1,61.4,56.0,1179,4.81,4.83,2.96,5,4,7
33859,0.42,IDEAL,D,VS1,62.1,56.0,1179,4.78,4.82,2.98,5,7,5
33860,0.42,PREMIUM,G,VVS1,59.8,58.0,1179,4.85,4.88,2.91,4,4,7
33861,0.42,PREMIUM,G,VVS1,59.3,59.0,1179,4.9,4.92,2.91,4,4,7
33862,0.42,IDEAL,G,VVS1,60.6,56.0,1179,4.86,4.88,2.95,5,4,7
33863,0.39,IDEAL,E,VVS1,60.4,56.0,1179,4.76,4.78,2.88,5,6,7
33864,0.42,IDEAL,G,VVS1,61.7,55.0,1179,4.78,4.84,2.97,5,4,7
33865,0.29,VERY GOOD,E,VS1,60.4,58.0,499,4.28,4.33,2.6,3,6,5
33866,0.3,VERY GOOD,E,SI1,60.9,58.0,499,4.31,4.33,2.63,3,6,3
33867,0.3,IDEAL,E,SI1,62.1,58.0,499,4.27,4.29,2.66,5,6,3
33868,0.3,IDEAL,E,SI1,61.1,57.0,499,4.3,4.34,2.64,5,6,3
33869,0.3,IDEAL,E,SI1,62.4,57.0,499,4.27,4.29,2.67,5,6,3
33870,0.3,IDEAL,E,SI1,61.6,54.0,499,4.32,4.35,2.67,5,6,3
33871,0.3,IDEAL,E,SI1,62.3,56.0,499,4.29,4.32,2.68,5,6,3
33872,0.3,IDEAL,E,SI1,62.3,57.0,499,4.29,4.31,2.68,5,6,3
33873,0.3,IDEAL,E,SI1,61.7,58.0,499,4.29,4.3,2.65,5,6,3
33874,0.3,IDEAL,E,SI1,62.1,56.0,499,4.31,4.36,2.69,5,6,3
33875,0.3,IDEAL,E,SI1,62.2,55.0,499,4.29,4.33,2.68,5,6,3
33876,0.24,GOOD,E,VVS1,63.8,56.0,499,3.95,3.98,2.53,2,6,7
33877,0.32,IDEAL,J,SI1,62.3,57.0,499,4.44,4.33,2.73,5,1,3
33878,0.23,VERY GOOD,E,VVS1,60.8,56.0,499,3.94,3.99,2.41,3,6,7
33879,0.23,VERY GOOD,D,VVS2,59.6,61.0,499,3.99,4.03,2.39,3,7,6
33880,0.25,VERY GOOD,I,VVS2,62.1,56.0,500,4.03,4.05,2.51,3,2,6
33881,0.31,IDEAL,G,VS2,60.8,56.0,500,4.4,4.42,2.68,5,4,4
33882,0.27,IDEAL,H,VS1,62.3,54.0,500,4.16,4.19,2.6,5,3,5
33883,0.27,IDEAL,H,VS1,62.2,55.0,500,4.15,4.18,2.59,5,3,5
